id,title,category,code,variant,stars,sources,notes,owned,wanted
962,Ridge Racer Type 4,uncertain,SCES-01706,PAL,0,"Redump (paste)","Original (English). Platinum/Promo noted. Other language releases removed.",false,false
963,Riot,uncertain,SLES-00472,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
964,Rise 2: Resurrection,uncertain,SLES-00164,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
965,Rising Zan: The Samurai Gunman,uncertain,SLES-01779,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
966,Risk,uncertain,SLES-00707,PAL,0,"Redump (paste)","Original (English). Software Pyramide noted.",false,false
967,Rival Schools: United by Fate,uncertain,SLES-01436,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-01436 / SLES-11436).",false,false
968,Riven: The Sequel to Myst,uncertain,SLES-00963,PAL,0,"Redump (paste)","Original (English). 5 discs (SLES-00963 / 10963 / 20963 / 30963 / 40963). Other language releases removed.",false,false
969,Road & Track Presents: The Need for Speed,uncertain,SLES-00223,PAL,0,"Redump (paste)","Original (English). German alt removed.",false,false
970,Road Rage,uncertain,SLES-00543,PAL,0,"Redump (paste)","Original (English). Alt title noted: Neo Kobe 2045: Road Rage.",false,false
971,Road Rash,uncertain,SLES-00158,PAL,0,"Redump (paste)","Original (English). Platinum/EA Classics/Help Charity Compilation noted.",false,false
972,Road Rash 3D,uncertain,SLES-00910,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
973,Road Rash: Jailbreak,uncertain,SLES-02552,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
974,Roadsters,uncertain,SLES-02326,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
975,Robin Hood: The Siege,uncertain,SLES-04110,PAL,0,"Redump (paste)","Original (English).",false,false
976,Robo Pit,uncertain,SLES-00452,PAL,0,"Redump (paste)","Original (English).",false,false
977,Robo Pit 2,uncertain,SLES-04054,PAL,0,"Redump (paste)","Original (English).",false,false
978,Robocod: James Pond II,uncertain,SLES-04112,PAL,0,"Redump (paste)","Original (English). Other language releases removed. Alt title noted: James Pond: Codename Robocod.",false,false
979,Robotron X,uncertain,SLES-00539,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
980,Rock & Roll Racing 2: Red Asphalt,uncertain,SLES-00056,PAL,0,"Redump (paste)","Original (English).",false,false
981,Rogue Trip: Vacation 2012,uncertain,SLES-01417,PAL,0,"Redump (paste)","Original (English).",false,false
982,Roland Garros French Open 2001,uncertain,SLES-03449,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
983,Rollcage Stage II,uncertain,SCES-01922,PAL,0,"Redump (paste)","Original (English). Demo/Review excluded.",false,false
984,Ronaldo V-Football,uncertain,SLES-00995,PAL,0,"Redump (paste)","Original (Swedish) kept per priority (EN/FR/SE set). Other language-only entry removed.",false,false
985,Ronin Blade,uncertain,SLES-02094,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
986,Rosco McQueen,uncertain,SCES-00257,PAL,0,"Redump (paste)","Original (English). Preview excluded. Other language releases removed.",false,false
987,Roswell Conspiracies: Aliens, Myths & Legends,uncertain,SLES-02591,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
988,Rox,uncertain,SLES-04069,PAL,0,"Redump (paste)","Original (English).",false,false
989,Runabout 2,uncertain,SLES-04015,PAL,0,"Redump (paste)","Original (English).",false,false
990,Rushdown,uncertain,SLES-01080,PAL,0,"Redump (paste)","Original (English). Other language releases removed. Alt title noted: Rushdown: To the Extreme.",false,false
991,S.C.A.R.S.,uncertain,SLES-01286,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Demo excluded.",false,false
992,Saban's Power Rangers Zeo: Full Tilt Battle Pinball,uncertain,SLES-00597,PAL,0,"Redump (paste)","Original (English).",false,false
993,Saban's Power Rangers: Time Force,uncertain,SLES-03730,PAL,0,"Redump (paste)","Original (English).",false,false
994,Sabrina the Teenage Witch: A Twitch in Time!,uncertain,SLES-03561,PAL,0,"Redump (paste)","Original (English). French-only Sabrina removed.",false,false
995,SaGa Frontier 2,uncertain,SLES-02112,PAL,0,"Redump (paste)","Original (English). FR/DE releases removed.",false,false
996,Saltwater Sportfishing,uncertain,SLES-03753,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
997,Sampras Extreme Tennis,uncertain,SLES-00217,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
998,Samurai Shodown III,uncertain,SCES-00563,PAL,0,"Redump (paste)","Original (English).",false,false
999,San Francisco Rush: Extreme Racing,uncertain,SLES-01208,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1000,Santa Claus Saves the Earth,uncertain,SLES-04023,PAL,0,"Redump (paste)","Original (English).",false,false
1001,Sanvein,uncertain,SLES-02919,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas: Value Series noted.",false,false
1002,Scooby-Doo and the Cyber Chase,uncertain,SLES-03703,PAL,0,"Redump (paste)","Original (English). French release removed.",false,false
1003,Scooter Racing,uncertain,SLES-03770,PAL,0,"Redump (paste)","Original (English).",false,false
1004,Scrabble,uncertain,SLES-03642,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1005,Sensible Soccer,uncertain,SLES-01021,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1006,Sentient: Explore the Infinite,uncertain,SLES-00106,PAL,0,"Redump (paste)","Original (English). Limited Edition noted.",false,false
1007,Sentinel Returns,uncertain,SLES-01051,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1008,Sesame Street Sports,uncertain,SLES-03180,PAL,0,"Redump (paste)","Original (English).",false,false
1009,Sesame Street: Elmo's Letter Adventure,uncertain,SLES-02510,PAL,0,"Redump (paste)","Original (English).",false,false
1010,Sesame Street: Elmo's Number Journey,uncertain,SLES-02511,PAL,0,"Redump (paste)","Original (English).",false,false
1011,Shadow Gunner: The Robot Wars,uncertain,SLES-01359,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1012,Shadow Madness,uncertain,SCES-02099,PAL,0,"Redump (paste)","Original (English). 2 discs (SCES-02099 / SCES-12099). Other language releases removed.",false,false
1013,Shadow Man,uncertain,SLES-00947,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Acclaimed Range noted. IT/DE-only variants removed.",false,false
1014,Shadow Master,uncertain,SLES-00888,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Demo excluded.",false,false
1015,Shanghai: True Valor,uncertain,SLES-01618,PAL,0,"Redump (paste)","Original (English). Value Series entry merged into notes.",false,false
1016,Shaolin,uncertain,SLES-01658,PAL,0,"Redump (paste)","Original (English).",false,false
1017,Sheep,uncertain,SLES-02218,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1018,Sheep, Dog 'n' Wolf,uncertain,SLES-02895,PAL,0,"Redump (paste)","Original (English). Other languages removed. Demo excluded.",false,false
1019,Shellshock,uncertain,SLES-00026,PAL,0,"Redump (paste)","Original (English). FR/DE releases removed.",false,false
1020,Shockwave Assault,uncertain,SLES-00071,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-00071 / SLES-10071).",false,false
1021,Shonen Jump's One Piece: Grand Battle,uncertain,SLES-03807,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1022,Shoot (7 Shoot Games),uncertain,SLES-04176,PAL,0,"Redump (paste)","Original (English).",false,false
1023,Shrek Treasure Hunt,uncertain,SLES-03996,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1024,Silent Bomber,uncertain,SLES-02792,PAL,0,"Redump (paste)","Original (English).",false,false
1025,Silent Hill,uncertain,SLES-01514,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Platinum noted.",false,false
1026,Silent Iron,uncertain,SLES-04157,PAL,0,"Redump (paste)","Original (English).",false,false
1027,SimCity 2000,uncertain,SLES-00471,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1028,The Simpsons Wrestling,uncertain,SLES-03401,PAL,0,"Redump (paste)","Original (English).",false,false
1029,Sitting Ducks,uncertain,SLES-04152,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1030,Skeleton Warriors,uncertain,SLES-00341,PAL,0,"Redump (paste)","Original (English).",false,false
1031,Ski Air Mix,uncertain,SLES-02947,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas noted.",false,false
1032,Skullmonkeys,uncertain,SLES-01090,PAL,0,"Redump (paste)","Original (English). Promo noted. FR/DE releases removed.",false,false
1033,Sky Sports Football Quiz,uncertain,SLES-03776,PAL,0,"Redump (paste)","Original (English).",false,false
1034,Sky Sports Football Quiz: Season 02,uncertain,SLES-03856,PAL,0,"Redump (paste)","Original (English).",false,false
1035,Slam 'n Jam '96 featuring Magic & Kareem,uncertain,SLES-00076,PAL,0,"Redump (paste)","Original (English).",false,false
1036,Slamscape,uncertain,SLES-00427,PAL,0,"Redump (paste)","Original (English).",false,false
1037,Sled Storm,uncertain,SLES-02194,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). EA Classics noted. Demo excluded.",false,false
1038,Small Soldiers,uncertain,SLES-01580,PAL,0,"Redump (paste)","Original (English). FR/DE releases removed.",false,false
1039,The Smurfs,uncertain,SLES-01749,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1040,SnoCross Championship Racing,uncertain,SLES-02763,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1041,Snow Racer 98,uncertain,SLES-01106,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1042,Snowboard Racer,uncertain,SLES-03960,PAL,0,"Redump (paste)","Original (English). Midas Touch noted.",false,false
1043,Soccer '97,uncertain,SLES-00691,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1044,Soccer Kid,uncertain,SLES-04022,PAL,0,"Redump (paste)","Original (English).",false,false
1045,Sonic Wings Special,uncertain,SLES-04102,PAL,0,"Redump (paste)","Original (English).",false,false
1046,Sorcerer's Maze,uncertain,SLES-04086,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1047,Soul Blade,uncertain,SCES-00577,PAL,0,"Redump (paste)","Original (English). Platinum/2 Games noted.",false,false
1048,South Park,uncertain,SLES-02158,PAL,0,"Redump (paste)","Original (English).",false,false
1049,South Park: Chef's Luv Shack,uncertain,SLES-01972,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
1050,Soviet Strike,uncertain,SLES-00507,PAL,0,"Redump (paste)","Original (English). Platinum/EA Classics noted. Other languages removed.",false,false
1051,Space Debris,uncertain,SCES-02290,PAL,0,"Redump (paste)","Original (English). Other language versions removed. Review excluded.",false,false
1052,Space Hulk: Vengeance of the Blood Angels,uncertain,SLES-00207,PAL,0,"Redump (paste)","Original (English).",false,false
1053,Space Invaders,uncertain,SLES-02144,PAL,0,"Redump (paste)","Original (English).",false,false
1054,Space Jam,uncertain,SLES-00284,PAL,0,"Redump (paste)","Original (English).",false,false
1055,Space Rider,uncertain,SLES-04126,PAL,0,"Redump (paste)","Original (English).",false,false
1056,Spawn: The Eternal,uncertain,SCES-01056,PAL,0,"Redump (paste)","Original (English). Promo noted.",false,false
1057,Spec Ops: Airborne Commando,uncertain,SLES-03891,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1058,Spec Ops: Covert Assault,uncertain,SLES-03515,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1059,Spec Ops: Ranger Elite,uncertain,SLES-03157,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1060,Spec Ops: Stealth Patrol,uncertain,SLES-00844,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1061,Speed Freaks,uncertain,SCES-01763,PAL,0,"Redump (paste)","Original (English). Bundled with Multi Tap noted.",false,false
1062,Speed Machines,uncertain,SLES-03930,PAL,0,"Redump (paste)","Original (English).",false,false
1063,Speedball 2100,uncertain,SLES-02782,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1064,Speedster,uncertain,SLES-00575,PAL,0,"Redump (paste)","Original (English).",false,false
1065,Spice World,uncertain,SCES-00883,PAL,0,"Redump (paste)","Original (English). Preview/Review excluded. Other languages removed.",false,false
1066,Spider-Man,uncertain,SLES-02886,PAL,0,"Redump (paste)","Original (English). Platinum noted.",false,false
1067,Spider-Man 2: Enter: Electro,uncertain,SLES-03623,PAL,0,"Redump (paste)","Original (English). Other language versions removed.",false,false
1068,Spider: The Video Game,uncertain,SLES-00117,PAL,0,"Redump (paste)","Original (English). FR/DE releases removed.",false,false
1069,Spin Jam,uncertain,SLES-02790,PAL,0,"Redump (paste)","Original (English).",false,false
1070,Sports Car GT,uncertain,SLES-01361,PAL,0,"Redump (paste)","Original (English). FR/DE versions removed. EDC excluded.",false,false
1071,Sports Superbike 2,uncertain,SLES-03827,PAL,0,"Redump (paste)","Original (English).",false,false
1072,Sportweek Player Manager 2000,uncertain,SLES-02616,PAL,0,"Redump (paste)","Original (English).",false,false
1073,Sportweek Player Manager 2001,uncertain,SLES-03569,PAL,0,"Redump (paste)","Original (English).",false,false
1074,Spot Goes to Hollywood,uncertain,SLES-00330,PAL,0,"Redump (paste)","Original (English).",false,false
1075,Spyro 2: Gateway to Glimmer,uncertain,SCES-02104,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Platinum/Promo noted.",false,false
1076,Spyro: Year of the Dragon,uncertain,SCES-02835,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Promo noted. Platinum/Rev1 excluded.",false,false
1077,Star Gladiator: Episode I: Final Crusade,uncertain,SLES-00495,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
1078,Star Ixiom,uncertain,SCES-01707,PAL,0,"Redump (paste)","Original (English).",false,false
1079,Star Ocean: The Second Story,uncertain,SCES-02159,PAL,0,"Redump (paste)","Original (English). 2 discs (SCES-02159 / SCES-12159). Other language versions removed.",false,false
1080,Star Trek: Invasion,uncertain,SLES-02068,PAL,0,"Redump (paste)","Original (English). DE version removed.",false,false
1081,Star Wars: Dark Forces,uncertain,SLES-00585,PAL,0,"Redump (paste)","Original (English). IT/ES versions removed.",false,false
1082,Star Wars: Demolition,uncertain,SLES-03273,PAL,0,"Redump (paste)","Original (English). FR/DE versions removed.",false,false
1083,Star Wars: Episode I: Jedi Power Battles,uncertain,SLES-02607,PAL,0,"Redump (paste)","Original (English). Other language versions removed.",false,false
1084,Star Wars: Episode I: The Phantom Menace,uncertain,SLES-02034,PAL,0,"Redump (paste)","Original (English). Demos excluded. Other language versions removed.",false,false
1085,Star Wars: Masters of Teräs Käsi,uncertain,SLES-01111,PAL,0,"Redump (paste)","Original (English).",false,false
1086,Star Wars: Rebel Assault II: The Hidden Empire,uncertain,SLES-00654,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-00654 / SLES-10654). Other language versions removed.",false,false
1087,Starblade α,uncertain,SCES-00034,PAL,0,"Redump (paste)","Original (English).",false,false
1088,StarFighter 3000,uncertain,SLES-00293,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1089,StarSweep,uncertain,SLES-02921,PAL,0,"Redump (paste)","Original (English). Value Series noted.",false,false
1090,Starwinder: The Ultimate Space Race,uncertain,SLES-00090,PAL,0,"Redump (paste)","Original (English).",false,false
1091,Steel Harbinger,uncertain,SLES-00373,PAL,0,"Redump (paste)","Original (English).",false,false
1092,Steel Reign,uncertain,SCES-01023,PAL,0,"Redump (paste)","Original (English). Promo noted.",false,false
1093,Stock Car Racer,uncertain,SLES-03995,PAL,0,"Redump (paste)","Original (English).",false,false
1094,Streak Hoverboard Racing,uncertain,SLES-01437,PAL,0,"Redump (paste)","Original (English).",false,false
1095,Street Fighter Alpha: Warriors' Dreams,uncertain,SLES-00199,PAL,0,"Redump (paste)","Original (English).",false,false
1096,Street Fighter Alpha 2,uncertain,SLES-00496,PAL,0,"Redump (paste)","Original (English).",false,false
1097,Street Fighter Alpha 3,uncertain,SLES-01863,PAL,0,"Redump (paste)","Original (English). Value Series noted.",false,false
1098,Street Fighter Collection,uncertain,SLES-00998,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-00998 / SLES-10998).",false,false
1099,Street Fighter Collection 2,uncertain,SLES-01721,PAL,0,"Redump (paste)","Original (English). Value Series noted.",false,false
1100,Street Fighter EX Plus Alpha,uncertain,SLES-00939,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
1101,Street Fighter EX2 Plus,uncertain,SLES-02598,PAL,0,"Redump (paste)","Original (English).",false,false
1102,Street Fighter: The Movie,uncertain,SLES-00050,PAL,0,"Redump (paste)","Original (English).",false,false
1103,Street Racer,uncertain,SLES-00296,PAL,0,"Redump (paste)","Original (English).",false,false
1104,Street Scooters,uncertain,SLES-02528,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1105,Street Skater,uncertain,SLES-01759,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). EA Classics noted.",false,false
1106,Street Skater 2,uncertain,SLES-02703,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). EA Classics noted.",false,false
1107,Strider,uncertain,SLES-12867,PAL,0,"Redump (paste)","Original (English). 2 Games noted. Beta excluded.",false,false
1108,Strider 2,uncertain,SLES-02867,PAL,0,"Redump (paste)","Original (English). 2 Games noted. Beta excluded.",false,false
1109,Strike Force Hydra,uncertain,SLES-04046,PAL,0,"Redump (paste)","Original (English).",false,false
1110,Strikepoint: The Hex Missions,uncertain,SLES-00425,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1111,Striker 96,uncertain,SLES-00023,PAL,0,"Redump (paste)","Original (English). Rev 1 excluded/merged.",false,false
1112,Strikers 1945 II,uncertain,SLES-03510,PAL,0,"Redump (paste)","Original (English).",false,false
1113,Stuart Little 2,uncertain,SCES-03853,PAL,0,"Redump (paste)","Original (Norwegian). Chosen by language priority over SE/DK/EN and others.",false,false
1114,Sub,uncertain,SCES-01223,PAL,0,"Redump (paste)","Original (English).",false,false
1115,Submarine Commander,uncertain,SLES-02728,PAL,0,"Redump (paste)","Original (English).",false,false
1116,Suikoden,uncertain,SLES-00527,PAL,0,"Redump (paste)","Original (English).",false,false
1117,Suikoden II,uncertain,SLES-02442,PAL,0,"Redump (paste)","Original (English). Demo excluded. Other language versions removed.",false,false
1118,Super Dropzone: Intergalactic Rescue Mission,uncertain,SLES-04045,PAL,0,"Redump (paste)","Original (English).",false,false
1119,Super Football Champ,uncertain,SLES-00715,PAL,0,"Redump (paste)","Original (English).",false,false
1120,Super Match Soccer,uncertain,SLES-01175,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1121,Super Pang Collection,uncertain,SLES-00043,PAL,0,"Redump (paste)","Original (English).",false,false
1122,Super Puzzle Fighter II Turbo,uncertain,SLES-00605,PAL,0,"Redump (paste)","Original (English).",false,false
1123,Super Slammin' Dodgeball,uncertain,SLES-03961,PAL,0,"Redump (paste)","Original (English). Midas Touch noted.",false,false
1124,Superbike Masters,uncertain,SLES-04154,PAL,0,"Redump (paste)","Original (English).",false,false
1125,Supersonic Racers,uncertain,SLES-00080,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1126,Superstar Dance Club: #1 Hits!!!,uncertain,SLES-04088,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1127,Surf Riders,uncertain,SLES-02838,PAL,0,"Redump (paste)","Original (English).",false,false
1128,Sven-Göran Eriksson's World Challenge,uncertain,SLES-03867,PAL,0,"Redump (paste)","Original (English).",false,false
1129,Sven-Göran Eriksson's World Manager,uncertain,SLES-03826,PAL,0,"Redump (paste)","Original (English). Also known as World Cup Manager.",false,false
1130,Swagman,uncertain,SLES-00025,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Demo/Review excluded.",false,false
1131,Swing,uncertain,SLES-02032,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). DE-only version removed.",false,false
1132,The Sword of Camelot,uncertain,SLES-02956,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas noted.",false,false
1133,Sydney 2000,uncertain,SLES-02857,PAL,0,"Redump (paste)","Original (English). Other country/language variants removed.",false,false
1134,Syndicate Wars,uncertain,SLES-00213,PAL,0,"Redump (paste)","Original (English). Other languages removed. DE-only version removed.",false,false
1135,T'ai Fu: Wrath of the Tiger,uncertain,SLES-01460,PAL,0,"Redump (paste)","Original (English). Promo noted. Other language versions removed; demo excluded.",false,false
1136,Tank Racer,uncertain,SLES-01248,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Demo excluded.",false,false
1137,Taxi 2,uncertain,SLES-03597,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1138,Team Buddies,uncertain,SCES-01923,PAL,0,"Redump (paste)","Original (English). Other language versions removed; promo entry ignored.",false,false
1139,TechnoMage: Return of Eternity,uncertain,SLES-03241,PAL,0,"Redump (paste)","Original (English). Other language versions removed.",false,false
1140,Tekken,uncertain,SCES-00005,PAL,0,"Redump (paste)","Original (English). Platinum noted.",false,false
1141,Tekken 2,uncertain,SCES-00255,PAL,0,"Redump (paste)","Original (English). Platinum/Promo/EDC/2 Games noted.",false,false
1142,Tekken 3,uncertain,SCES-01237,PAL,0,"Redump (paste)","Platinum-only listed in source; excluded (rule: must include Original).",false,false
1143,Tempest X3,uncertain,SLES-00316,PAL,0,"Redump (paste)","Original (English).",false,false
1144,Ten Pin Alley,uncertain,SLES-00534,PAL,0,"Redump (paste)","Original (English).",false,false
1145,Tenchu 2: Birth of the Stealth Assassins,uncertain,SLES-02452,PAL,0,"Redump (paste)","Original (English). Other language versions removed.",false,false
1146,Tenchu: Stealth Assassins,uncertain,SLES-01374,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Demo excluded.",false,false
1147,Tennis Arena,uncertain,SLES-00935,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1148,Terracon,uncertain,SCES-02836,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1149,Terry Pratchett's Discworld,uncertain,SCES-00012,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1150,Test Drive 4,uncertain,SLES-00948,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1151,Test Drive 4x4,uncertain,SLES-01179,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1152,Test Drive 5,uncertain,SLES-01165,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1153,Test Drive 6,uncertain,SLES-02752,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1154,Test Drive Off-Road,uncertain,SLES-00194,PAL,0,"Redump (paste)","Original (English).",false,false
1155,Tetris Magiska Utmaning,uncertain,SCES-02179,PAL,0,"Redump (paste)","Original (Swedish). Promo noted. Chosen over Spanish version due to language priority.",false,false
1156,Tetris Plus,uncertain,SLES-00442,PAL,0,"Redump (paste)","Original (English).",false,false
1157,Theme Hospital,uncertain,SLES-00627,PAL,0,"Redump (paste)","Original (English). Promo noted. Other languages removed.",false,false
1158,Theme Park,uncertain,SLES-00072,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1159,Theme Park World,uncertain,SLES-02688,PAL,0,"Redump (paste)","Original (English). EA Classics noted. Other languages removed.",false,false
1160,This Is Football,uncertain,SCES-01700,PAL,0,"Redump (paste)","Original (English). Other language entries removed.",false,false
1161,This Is Football 2,uncertain,SCES-03070,PAL,0,"Redump (paste)","Original (English). Other language entries removed; demos excluded.",false,false
1162,Thrasher: Skate and Destroy,uncertain,SLES-02340,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). AU-only entry ignored.",false,false
1163,Three Lions,uncertain,SLES-00876,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1164,Tiger Woods 99 PGA Tour Golf,uncertain,SLES-01674,PAL,0,"Redump (paste)","Original (English). EA Sports Classics noted. Other languages removed.",false,false
1165,Tiger Woods PGA Tour 2000,uncertain,SLES-02551,PAL,0,"Redump (paste)","Original (English). EA Classics noted. Other languages removed.",false,false
1166,Tiger Woods PGA Tour Golf,uncertain,SLES-03148,PAL,0,"Redump (paste)","Original (English).",false,false
1167,Tigershark,uncertain,SLES-00728,PAL,0,"Redump (paste)","Original (English).",false,false
1168,Tilt!,uncertain,SLES-00152,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1169,Time Commando,uncertain,SLES-00224,PAL,0,"Redump (paste)","Original (English). AU entry ignored.",false,false
1170,Time Crisis,uncertain,SCES-00657,PAL,0,"Redump (paste)","Original (English). Platinum/Bundled with G-Con45 noted. Other languages removed.",false,false
1171,Time Crisis: Project Titan,uncertain,SCES-02776,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Duplicate review entries excluded; platinum noted.",false,false
1172,Tintin: Destination Adventure,uncertain,SLES-03459,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1173,Tiny Tank,uncertain,SCES-01338,PAL,0,"Redump (paste)","Original (English). Other language versions removed.",false,false
1174,Tiny Toon Adventures: Buster and the Beanstalk,uncertain,SCES-01998,PAL,0,"Redump (paste)","Original (Norwegian). From Scandinavian (Danish/Norwegian) release; chosen by language priority over EN-only EU entry.",false,false
1175,Tiny Toon Adventures: Plucky's Big Adventure,uncertain,SLES-03547,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
1176,Tiny Toon Adventures: Toonenstein: Dare to Scare!,uncertain,SLES-02923,PAL,0,"Redump (paste)","Original (English). DE/FR releases removed.",false,false
1177,Titan Wars,uncertain,SLES-00275,PAL,0,"Redump (paste)","Original (English).",false,false
1178,Tobal No. 1,uncertain,SCES-00497,PAL,0,"Redump (paste)","Original (English).",false,false
1179,TOCA Touring Car Championship,uncertain,SLES-00376,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Rev/Platinum noted; review excluded.",false,false
1180,TOCA 2 Touring Cars,uncertain,SLES-01542,PAL,0,"Redump (paste)","Original. English chosen (other languages removed). Rev/Platinum/Bestsellers noted.",false,false
1181,TOCA World Touring Cars,uncertain,SLES-02572,PAL,0,"Redump (paste)","Original (English). Platinum/Promo noted. Other language entry removed.",false,false
1182,Tokyo Highway Battle,uncertain,SLES-00413,PAL,0,"Redump (paste)","Original (English).",false,false
1183,Tom and Jerry in House Trap,uncertain,SLES-03181,PAL,0,"Redump (paste)","Original. Danish chosen by language priority over English and others.",false,false
1184,Tom Clancy's Rainbow Six,uncertain,SLES-01136,PAL,0,"Redump (paste)","Original (English). Ubisoft eXclusive/2 Games noted. DE-only entry removed.",false,false
1185,Tom Clancy's Rainbow Six: Lone Wolf,uncertain,SLES-03888,PAL,0,"Redump (paste)","Original. English chosen (other languages removed).",false,false
1186,Tom Clancy's Rainbow Six: Rogue Spear,uncertain,SLES-02696,PAL,0,"Redump (paste)","Original (English). Platinum/2 Games noted. Other languages removed.",false,false
1187,Tomb Raider,uncertain,SLES-00024,PAL,0,"Redump (paste)","Original (English). Platinum/Eidos Ricochet/Value Series noted. Demo excluded; other language versions removed.",false,false
1188,Tomb Raider II: Starring Lara Croft,uncertain,SLES-00718,PAL,0,"Redump (paste)","Original (English). Platinum/Eidos Ricochet noted. Demo excluded; other language versions removed.",false,false
1189,Tomb Raider III: Adventures of Lara Croft,uncertain,SLES-01649,PAL,0,"Redump (paste)","Platinum-only listed in source; excluded (rule: must include Original).",false,false
1190,Tomb Raider IV: The Last Revelation,uncertain,SLES-02240,PAL,0,"Redump (paste)","Excluded: German-only (not allowed languages).",false,false
1191,Tomb Raider Chronicles,uncertain,SLES-03331,PAL,0,"Redump (paste)","Original (English). Other language entries removed.",false,false
